NTD ID,Legacy NTD ID,Agency,Mode,TOS,3 Mode,Mode/Type of Service Status,Reporter Type,Organization Type,HQ City,HQ State,UACE CD,UZA Name, UZA SQ Miles , UZA Population , Service Area Population , Service Area SQ Miles ,Last Closed Report Year,Last Closed FY End Month,Last Closed FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Avg Trip Length FY,Fares FY,Operating Expenses FY,Avg Cost Per Trip FY,Avg Fares Per Trip FY
40108,4108,Research Triangle Regional Public Transportation Authority,VP,DO,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,DURHAM,NC,25228,"Durham, NC", 183.36 ," 396,118 "," 1,924,805 "," 1,520 ",2020,6,2020,"120,521","4,672",26,"$7,095.00 ","$2,200,637.00 ",$471.03 ,$1.52 
40108,4108,Research Triangle Regional Public Transportation Authority,VP,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,DURHAM,NC,25228,"Durham, NC", 183.36 ," 396,118 "," 1,924,805 "," 1,520 ",2023,6,2023,"1,144,790","33,329",34,"$173,712.00 ","$358,262.00 ",$10.75 ,$5.21 
40110,4110,Charleston Area Regional Transportation Authority,CB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,NORTH CHARLESTON,SC,15508,"Charleston, SC", 339.06 ," 684,773 "," 404,900 ", 232 ,2023,9,2023,"773,525","66,752",12,"$85,618.00 ","$907,811.00 ",$13.60 ,$1.28 
40110,4110,Charleston Area Regional Transportation Authority,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,NORTH CHARLESTON,SC,15508,"Charleston, SC", 339.06 ," 684,773 "," 404,900 ", 232 ,2023,9,2023,"549,933","61,328",9,"$214,282.00 ","$3,417,462.00 ",$55.72 ,$3.49 
40110,4110,Charleston Area Regional Transportation Authority,DR,TN,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,NORTH CHARLESTON,SC,15508,"Charleston, SC", 339.06 ," 684,773 "," 404,900 ", 232 ,2023,9,2023,"52,412","8,868",6,"$36,304.00 ","$142,551.00 ",$16.07 ,$4.09 
40110,4110,Charleston Area Regional Transportation Authority,MB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,NORTH CHARLESTON,SC,15508,"Charleston, SC", 339.06 ," 684,773 "," 404,900 ", 232 ,2023,9,2023,"11,345,592","2,093,952",5,"$3,367,713.00 ","$19,309,744.00 ",$9.22 ,$1.61 
40111,4111,Morgan County Area Transportation System,DR,DO,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",Decatur,AL,22690,"Decatur, AL", 43.47 ," 60,458 "," 111,064 ", 574 ,2016,9,2016,,,,,,,
40113,4113,"Council on Aging of Martin County, Inc.",DR,DO,Bus,Inactive,Full Reporter,Area Agency on Aging,Stuart,FL,71479,"Port St. Lucie, FL", 224.23 ," 437,745 "," 137,956 ", 555 ,2011,6,2011,"181,011","20,304",9,"$15,923.00 ","$800,859.00 ",$39.44 ,$0.78 
40113,4113,"Council on Aging of Martin County, Inc.",MB,DO,Bus,Inactive,Full Reporter,Area Agency on Aging,Stuart,FL,71479,"Port St. Lucie, FL", 224.23 ," 437,745 "," 137,956 ", 555 ,2011,6,2011,"62,940","9,017",7,"$6,874.00 ","$289,243.00 ",$32.08 ,$0.76 
40120,4120,"City of Ocala, Florida",DR,PT,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",OCALA,FL,64567,"Ocala, FL", 125.03 ," 182,647 "," 86,589 ", 62 ,2022,9,2022,,,,,,,
40120,4120,"City of Ocala, Florida",MB,DO,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",OCALA,FL,64567,"Ocala, FL", 125.03 ," 182,647 "," 86,589 ", 62 ,2009,9,2009,,,,,,,
40120,4120,"City of Ocala, Florida",MB,PT,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",OCALA,FL,64567,"Ocala, FL", 125.03 ," 182,647 "," 86,589 ", 62 ,2023,9,2023,,,,,,,
40125,4125,Municipality of Carolina,DR,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",CAROLINA,PR,79093,"San Juan, PR", 763.60 ," 1,844,410 "," 176,762 ", 4 ,2023,6,2023,,,,,,,
40125,4125,Municipality of Carolina,MB,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",CAROLINA,PR,79093,"San Juan, PR", 763.60 ," 1,844,410 "," 176,762 ", 4 ,2023,6,2023,,,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,Bus,Inactive,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",Bartow,FL,96697,"Winter Haven, FL", 142.72 ," 253,251 ",,,2015,9,2015,"478,986","49,224",10,"$239,483.00 ","$3,450,225.00 ",$70.09 ,$4.87 
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,Bus,Inactive,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",Bartow,FL,96697,"Winter Haven, FL", 142.72 ," 253,251 ",,,2015,9,2015,"5,745",344,17,$19.00 ,"$9,813.00 ",$28.53 ,$0.06 
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,Bus,Inactive,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",Bartow,FL,96697,"Winter Haven, FL", 142.72 ," 253,251 ",,,2015,9,2015,"1,737,186","220,261",8,"$83,717.00 ","$1,041,868.00 ",$4.73 ,$0.38 
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,PT,Bus,Inactive,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",Bartow,FL,96697,"Winter Haven, FL", 142.72 ," 253,251 ",,,2015,9,2015,"504,125","406,548",1,"$303,458.00 ","$80,486.00 ",$0.20 ,$0.75 
40128,4128,Okaloosa County Board of County Commissioners,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",CRESTVIEW,FL,61372,"Navarre--Miramar Beach--Destin, FL", 119.62 ," 226,213 "," 211,668 ", 183 ,2023,9,2023,"480,553","48,013",10,"$207,658.00 ","$2,725,540.00 ",$56.77 ,$4.33 
40128,4128,Okaloosa County Board of County Commissioners,MB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",CRESTVIEW,FL,61372,"Navarre--Miramar Beach--Destin, FL", 119.62 ," 226,213 "," 211,668 ", 183 ,2023,9,2023,"291,338","57,003",5,"$59,929.00 ","$2,057,439.00 ",$36.09 ,$1.05 
40129,4129,Charlotte County Government,DR,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",PORT CHARLOTTE,FL,71060,"Port Charlotte--North Port, FL", 134.69 ," 199,998 "," 186,847 ", 231 ,2023,9,2023,"23,675",814,29,$0.00 ,"$74,383.00 ",$91.38 ,$0.00 
40129,4129,Charlotte County Government,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",PORT CHARLOTTE,FL,71060,"Port Charlotte--North Port, FL", 134.69 ," 199,998 "," 186,847 ", 231 ,2023,9,2023,"500,282","57,589",9,"$24,729.00 ","$2,490,249.00 ",$43.24 ,$0.43 
40129,4129,Charlotte County Government,DR,TX,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",PORT CHARLOTTE,FL,71060,"Port Charlotte--North Port, FL", 134.69 ," 199,998 "," 186,847 ", 231 ,2014,9,2014,"41,933","2,011",21,"$2,011.00 ","$102,156.00 ",$50.80 ,$1.00 
40129,4129,Charlotte County Government,VP,DO,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",PORT CHARLOTTE,FL,71060,"Port Charlotte--North Port, FL", 134.69 ," 199,998 "," 186,847 ", 231 ,2018,9,2018,"122,852","6,708",18,$0.00 ,"$119,799.00 ",$17.86 ,$0.00 
40130,4130,Macon-Bibb County Transit Authority,DR,DO,Bus,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,MACON,GA,52822,"Macon-Bibb County, GA", 99.27 ," 140,111 "," 153,691 ", 70 ,2023,6,2023,,,,,,,
40130,4130,Macon-Bibb County Transit Authority,DR,PT,Bus,Inactive,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,MACON,GA,52822,"Macon-Bibb County, GA", 99.27 ," 140,111 "," 153,691 ", 70 ,2009,6,2009,,,,"$31,392.00 ","$406,339.00 ",,
40130,4130,Macon-Bibb County Transit Authority,MB,DO,Bus,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,MACON,GA,52822,"Macon-Bibb County, GA", 99.27 ," 140,111 "," 153,691 ", 70 ,2023,6,2023,,,,,,,
40133,4133,Guilford County ,DR,PT,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",GREENSBORO,NC,35164,"Greensboro, NC", 169.31 ," 338,928 "," 248,111 ", 52 ,2013,6,2013,"2,043,937","176,190",12,"$49,533.00 ","$3,116,796.00 ",$17.69 ,$0.28 
40135,4135,Georgia Regional Transportation Authority,CB,PT,Bus,Inactive,Full Reporter,State Government Unit or Department of Transportation,Atlanta,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 1,354,871 ", 498 ,2017,6,2017,"40,800,158","1,626,252",25,"$4,973,065.00 ","$22,340,213.00 ",$13.74 ,$3.06 
40135,4135,Georgia Regional Transportation Authority,DR,PT,Bus,Inactive,Full Reporter,State Government Unit or Department of Transportation,Atlanta,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 1,354,871 ", 498 ,2007,6,2007,"151,454","18,667",8,"$36,165.00 ","$962,725.00 ",$51.57 ,$1.94 
40135,4135,Georgia Regional Transportation Authority,MB,PT,Bus,Inactive,Full Reporter,State Government Unit or Department of Transportation,Atlanta,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 1,354,871 ", 498 ,2011,6,2011,"35,919,809","1,490,428",24,"$5,032,814.00 ","$12,349,431.00 ",$8.29 ,$3.38 
40135,4135,Georgia Regional Transportation Authority,VP,DO,Bus,Inactive,Full Reporter,State Government Unit or Department of Transportation,Atlanta,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 1,354,871 ", 498 ,2010,6,2010,"1,301,146","33,537",39,"$52,289.00 ","$89,385.00 ",$2.67 ,$1.56 
40135,4135,Georgia Regional Transportation Authority,VP,PT,Bus,Inactive,Full Reporter,State Government Unit or Department of Transportation,Atlanta,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 1,354,871 ", 498 ,2017,6,2017,"1,458,959","25,681",57,"$3,549,542.00 ","$33,373.00 ",$1.30 ,$138.22 
40138,4138,Gwinnett County Board of Commissioners,CB,PT,Bus,Active,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",LAWRENCEVILLE,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 935,454 ", 220 ,2023,12,2023,"4,970,367","156,350",32,"$956,165.00 ","$5,027,397.00 ",$32.15 ,$6.12 
40138,4138,Gwinnett County Board of Commissioners,DR,PT,Bus,Active,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",LAWRENCEVILLE,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 935,454 ", 220 ,2023,12,2023,"181,493","29,886",6,"$54,093.00 ","$3,477,115.00 ",$116.35 ,$1.81 
40138,4138,Gwinnett County Board of Commissioners,DR,TX,Bus,Inactive,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",LAWRENCEVILLE,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 935,454 ", 220 ,2018,12,2018,"26,988","2,313",12,"$7,132.00 ","$220,785.00 ",$95.45 ,$3.08 
40138,4138,Gwinnett County Board of Commissioners,MB,PT,Bus,Active,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",LAWRENCEVILLE,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 935,454 ", 220 ,2023,12,2023,"7,159,244","990,927",7,"$1,260,887.00 ","$15,775,449.00 ",$15.92 ,$1.27 
40140,4140,Collier County,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",NAPLES,FL,08974,"Bonita Springs--Estero, FL", 242.96 ," 425,675 "," 384,902 "," 2,025 ",2023,9,2023,"1,781,600","121,587",15,"$206,763.00 ","$5,788,539.00 ",$47.61 ,$1.70 
40140,4140,Collier County,MB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",NAPLES,FL,08974,"Bonita Springs--Estero, FL", 242.96 ," 425,675 "," 384,902 "," 2,025 ",2023,9,2023,"6,649,464","722,918",9,"$836,638.00 ","$8,825,391.00 ",$12.21 ,$1.16 
40141,4141,Central Midlands Regional Transportation Authority,CB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,COLUMBIA,SC,18964,"Columbia, SC", 367.50 ," 590,407 "," 361,128 ", 298 ,2023,6,2023,"59,701","6,399",9,"$10,909.00 ","$856,936.00 ",$133.92 ,$1.70 
40141,4141,Central Midlands Regional Transportation Authority,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,COLUMBIA,SC,18964,"Columbia, SC", 367.50 ," 590,407 "," 361,128 ", 298 ,2023,6,2023,"697,472","58,670",12,"$127,603.00 ","$5,066,982.00 ",$86.36 ,$2.17 
40141,4141,Central Midlands Regional Transportation Authority,DR,TN,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,COLUMBIA,SC,18964,"Columbia, SC", 367.50 ," 590,407 "," 361,128 ", 298 ,2023,6,2023,"198,003","81,569",2,"$669,450.00 ","$684,376.00 ",$8.39 ,$8.21 
40141,4141,Central Midlands Regional Transportation Authority,DR,TX,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,COLUMBIA,SC,18964,"Columbia, SC", 367.50 ," 590,407 "," 361,128 ", 298 ,2020,6,2020,"52,793","6,211",8,$0.00 ,$0.00 ,$0.00 ,$0.00 
40141,4141,Central Midlands Regional Transportation Authority,MB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,COLUMBIA,SC,18964,"Columbia, SC", 367.50 ," 590,407 "," 361,128 ", 298 ,2023,6,2023,"9,558,520","1,783,814",5,"$3,632,007.00 ","$21,704,327.00 ",$12.17 ,$2.04 
40141,4141,Central Midlands Regional Transportation Authority,VP,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,COLUMBIA,SC,18964,"Columbia, SC", 367.50 ," 590,407 "," 361,128 ", 298 ,2023,6,2023,"1,833,882","38,021",48,"$220,841.00 ","$203,456.00 ",$5.35 ,$5.81 
40142,4142,City of Canton Transit,MB,DO,Bus,Inactive,Full Reporter,Public agency or authority that directly operates all transit service (not a State DOT),Canton,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 17,685 ", 17 ,2007,9,2007,"341,880","56,980",6,$0.00 ,"$270,363.00 ",$4.74 ,$0.00 
40142,4142,City of Canton Transit,MB,PT,Bus,Inactive,Full Reporter,Public agency or authority that directly operates all transit service (not a State DOT),Canton,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 17,685 ", 17 ,2007,9,2007,,,,"$14,817.00 ","$5,904.00 ",,
40143,4143,Town of Cary,DR,PT,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",CARY,NC,73261,"Raleigh, NC", 554.82 ," 1,106,646 "," 180,010 ", 59 ,2023,6,2023,,,,,,,
40143,4143,Town of Cary,MB,PT,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",CARY,NC,73261,"Raleigh, NC", 554.82 ," 1,106,646 "," 180,010 ", 59 ,2023,6,2023,,,,,,,
40144,4144,City of Gainesville,DR,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",GAINESVILLE,GA,32194,"Gainesville, GA", 149.13 ," 164,365 "," 203,136 ", 425 ,2023,6,2023,,,,,,,
40144,4144,City of Gainesville,MB,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",GAINESVILLE,GA,32194,"Gainesville, GA", 149.13 ," 164,365 "," 203,136 ", 425 ,2023,6,2023,,,,,,,
40146,4146,Hernando County Board of County Commissioners,DR,PT,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",BROOKSVILLE,FL,84024,"Spring Hill, FL", 127.25 ," 169,050 "," 119,384 ", 89 ,2023,9,2023,,,,,,,
40146,4146,Hernando County Board of County Commissioners,MB,PT,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",BROOKSVILLE,FL,84024,"Spring Hill, FL", 127.25 ," 169,050 "," 119,384 ", 89 ,2023,9,2023,,,,,,,
40147,4147,North Carolina State University,MB,PT,Bus,Active,Full Reporter,University,RALEIGH,NC,73261,"Raleigh, NC", 554.82 ," 1,106,646 "," 46,000 ", 9 ,2023,6,2023,"4,157,753","2,560,095",2,$0.00 ,"$3,002,727.00 ",$1.17 ,$0.00 
40148,4148,"Tri-County Community Council, Inc.",DR,DO,Bus,Inactive,Full Reporter,Private-Non-Profit Corporation,Bonifay,FL,67294,"Panama City, FL", 91.91 ," 143,280 "," 169,856 ", 758 ,2014,9,2014,"146,250","55,405",3,"$13,281.00 ","$391,544.00 ",$7.07 ,$0.24 
40152,4152,"Miami Lakes - vRide, Inc.",VP,DO,Bus,Inactive,Full Reporter,Private Provider Reporting on Behalf of a Public Entity,Miami Lakes,FL,56602,"Miami--Fort Lauderdale, FL"," 1,244.18 "," 6,077,522 "," 4,919,036 "," 1,116 ",2017,12,2017,"14,387,850","529,754",27,"$2,559,865.00 ","$2,324,729.00 ",$4.39 ,$4.83 
40153,4153,"vRide, Inc. - Atlanta",VP,DO,Bus,Inactive,Full Reporter,Private Provider Reporting on Behalf of a Public Entity,Atlanta,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 174,680 ", 424 ,2017,12,2017,"8,336,251","308,230",27,"$1,347,078.00 ","$1,371,950.00 ",$4.45 ,$4.37 
40155,4155,"St Johns County, Florida",DR,PT,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",SAINT AUGUSTINE,FL,77230,"St. Augustine, FL", 57.78 ," 91,786 "," 273,425 ", 600 ,2017,9,2017,,,,,,,
40155,4155,"St Johns County, Florida",MB,PT,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",SAINT AUGUSTINE,FL,77230,"St. Augustine, FL", 57.78 ," 91,786 "," 273,425 ", 600 ,2017,9,2017,,,,,,,
40157,4157,Clayton County Board of Commissioners,DR,DO,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Jonesboro,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 263,900 ", 68 ,2010,6,2010,"167,543","17,465",10,"$207,369.00 ","$813,593.00 ",$46.58 ,$11.87 
40157,4157,Clayton County Board of Commissioners,DR,PT,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Jonesboro,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 263,900 ", 68 ,2008,6,2008,"30,681","4,725",6,"$83,828.00 ","$217,757.00 ",$46.09 ,$17.74 
40157,4157,Clayton County Board of Commissioners,MB,DO,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Jonesboro,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 263,900 ", 68 ,2010,6,2010,"12,016,954","1,509,312",8,"$1,335,102.00 ","$5,102,857.00 ",$3.38 ,$0.88 
40157,4157,Clayton County Board of Commissioners,MB,PT,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Jonesboro,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 263,900 ", 68 ,2008,6,2008,"3,252,634","425,648",8,"$546,870.00 ","$1,519,332.00 ",$3.57 ,$1.28 
40158,4158,Lake County Board of County Commissioners,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",TAVARES,FL,48799,"Leesburg--Eustis--Tavares, FL", 86.09 ," 151,523 "," 97,497 ", 71 ,2023,9,2023,"780,503","71,059",11,"$98,031.00 ","$4,653,217.00 ",$65.48 ,$1.38 
40158,4158,Lake County Board of County Commissioners,MB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",TAVARES,FL,48799,"Leesburg--Eustis--Tavares, FL", 86.09 ," 151,523 "," 97,497 ", 71 ,2023,9,2023,"1,383,763","218,604",6,"$106,145.00 ","$4,220,117.00 ",$19.30 ,$0.49 
40159,4159,Regional Transportation Authority,CB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,MADISON,TN,61273,"Nashville-Davidson, TN", 584.95 ," 1,158,642 "," 1,583,115 ", 750 ,2023,6,2023,"1,750,581","60,499",29,"$165,821.00 ","$2,446,128.00 ",$40.43 ,$2.74 
40159,4159,Regional Transportation Authority,CR,PT,Rail,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,MADISON,TN,61273,"Nashville-Davidson, TN", 584.95 ," 1,158,642 "," 1,583,115 ", 750 ,2023,6,2023,"1,757,027","98,452",18,"$306,184.00 ","$5,005,622.00 ",$50.84 ,$3.11 
40159,4159,Regional Transportation Authority,MB,PT,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,MADISON,TN,61273,"Nashville-Davidson, TN", 584.95 ," 1,158,642 "," 1,583,115 ", 750 ,2023,6,2023,"1,210,501","43,407",28,"$83,628.00 ","$228,508.00 ",$5.26 ,$1.93 
40159,4159,Regional Transportation Authority,VP,DO,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,MADISON,TN,61273,"Nashville-Davidson, TN", 584.95 ," 1,158,642 "," 1,583,115 ", 750 ,2011,6,2011,"6,073,466","166,393",37,"$797,402.00 ","$797,402.00 ",$4.79 ,$4.79 
40159,4159,Regional Transportation Authority,VP,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,MADISON,TN,61273,"Nashville-Davidson, TN", 584.95 ," 1,158,642 "," 1,583,115 ", 750 ,2023,6,2023,"529,690","14,795",36,"$109,794.00 ","$153,060.00 ",$10.35 ,$7.42 
40161,4161,Cherokee County Board of Commissioners,MB,DO,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",CANTON,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 266,620 ", 422 ,2023,9,2023,,,,,,,
40169,4169,Regional Planning Commission of Greater Birmingham,VP,PT,Bus,Active,Full Reporter,"MPO, COG or Other Planning Agency",BIRMINGHAM,AL,07786,"Birmingham, AL", 509.27 ," 774,956 "," 817,550 ", 392 ,2023,9,2023,"2,357,836","40,045",59,"$242,280.00 ","$296,756.00 ",$7.41 ,$6.05 
40170,4170,Southeast Tennessee Human Resource Agency,DR,DO,Bus,Active,Small Systems Reporter,Other Publicly-Owned or Privately Chartered Corporation,DUNLAP,TN,17722,"Cleveland, TN", 54.97 ," 73,918 "," 66,333 ", 24 ,2023,6,2023,,,,,,,
40170,4170,Southeast Tennessee Human Resource Agency,MB,DO,Bus,Active,Small Systems Reporter,Other Publicly-Owned or Privately Chartered Corporation,DUNLAP,TN,17722,"Cleveland, TN", 54.97 ," 73,918 "," 66,333 ", 24 ,2023,6,2023,,,,,,,
40171,4171,Knoxville-Knox County Community Action Committee,DR,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",KNOXVILLE,TN,45640,"Knoxville, TN", 431.91 ," 597,257 "," 434,938 ", 282 ,2023,6,2023,"1,633,712","114,573",14,"$1,185,210.00 ","$3,646,827.00 ",$31.83 ,$10.34 
40172,4172,Western Piedmont Regional Transit Authority ,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,CONOVER,NC,38647,"Hickory, NC", 221.34 ," 201,511 "," 372,155 "," 1,665 ",2023,6,2023,"831,368","63,473",13,"$60,491.00 ","$3,822,703.00 ",$60.23 ,$0.95 
40172,4172,Western Piedmont Regional Transit Authority ,DR,PT,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,CONOVER,NC,38647,"Hickory, NC", 221.34 ," 201,511 "," 372,155 "," 1,665 ",2013,6,2013,"361,750","11,533",31,$0.00 ,"$414,487.00 ",$35.94 ,$0.00 
40172,4172,Western Piedmont Regional Transit Authority ,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,CONOVER,NC,38647,"Hickory, NC", 221.34 ," 201,511 "," 372,155 "," 1,665 ",2023,6,2023,"307,647","60,846",5,"$46,767.00 ","$1,640,023.00 ",$26.95 ,$0.77 
40173,4173,Piedmont Authority for Regional Transportation,CB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,GREENSBORO,NC,35164,"Greensboro, NC", 169.31 ," 338,928 "," 1,664,637 "," 2,287 ",2023,6,2023,"3,018,140","259,242",12,"$325,803.00 ","$7,236,123.00 ",$27.91 ,$1.26 
40173,4173,Piedmont Authority for Regional Transportation,MB,PT,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,GREENSBORO,NC,35164,"Greensboro, NC", 169.31 ," 338,928 "," 1,664,637 "," 2,287 ",2014,6,2014,"8,011,313","480,821",17,"$559,797.00 ","$4,827,650.00 ",$10.04 ,$1.16 
40173,4173,Piedmont Authority for Regional Transportation,VP,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,GREENSBORO,NC,35164,"Greensboro, NC", 169.31 ," 338,928 "," 1,664,637 "," 2,287 ",2023,6,2023,"6,642,750","108,266",61,"$375,648.00 ","$685,591.00 ",$6.33 ,$3.47 
40175,4175,Puerto Rico Maritime Transport Authority ,FB,DO,Ferry,Inactive,Full Reporter,State Government Unit or Department of Transportation,GUAYNABO,PR,79093,"San Juan, PR", 763.60 ," 1,844,410 "," 686,461 ", 179 ,2022,6,2022,0,"128,736",0,"$1,702,564.00 ","$18,828,115.00 ",$146.25 ,$13.23 
40175,4175,Puerto Rico Maritime Transport Authority ,FB,PT,Ferry,Active,Full Reporter,State Government Unit or Department of Transportation,GUAYNABO,PR,79093,"San Juan, PR", 763.60 ," 1,844,410 "," 686,461 ", 179 ,2023,6,2023,"17,869,630","1,385,794",13,"$6,059,547.00 ","$52,974,372.00 ",$38.23 ,$4.37 
40177,4177,Buckhead Community Improvement District,MB,PT,Bus,Inactive,Small Systems Reporter,Other Publicly-Owned or Privately Chartered Corporation,Atlanta,GA,03817,"Atlanta, GA"," 2,553.04 "," 5,100,112 "," 171,000 ", 4 ,2014,6,2014,,,,,,,
40178,4178,The Transportation Management Association Group,VP,DO,Bus,Active,Full Reporter,Private Provider Reporting on Behalf of a Public Entity,FRANKLIN,TN,61273,"Nashville-Davidson, TN", 584.95 ," 1,158,642 "," 1,978,890 "," 7,505 ",2023,6,2023,"3,623,502","78,792",46,"$433,552.00 ","$619,370.00 ",$7.86 ,$5.50 
40179,4179,Broward County Community Bus Service,MB,DO,Bus,Inactive,Full Reporter,Consolidated Reporter,Plantation,FL,56602,"Miami--Fort Lauderdale, FL"," 1,244.18 "," 6,077,522 "," 1,869,235 ", 410 ,2014,9,2014,"1,832,693","463,384",4,"$18,696.00 ","$2,001,085.00 ",$4.32 ,$0.04 
